text,polarity
السلعة رائعة جدا جدا وانصح الجميع بشرائها,1.0
السلعة مقارنة بسعرها تعتبر جيدة ... لون محبب للكثير - تصميم جيد - لكن الخامات لو كانت اعلى قليلاً لصار افضل,1.0
- إيجابيات و سلبيات طقم لانجري داخلي 4 قطع,1.0
جميلة جدااا,1.0
سلعة ممتازة وجودة وسرعة توصيل,1.0
احببتها جدا وانصح بها,1.0
السلام عليكم ان شأالله المزيد من التقدم و السلعات ممتازة و شكرا  على سرعة في توصيل و البضاعة ممتازة ..................................................,1.0
- إيجابيات و سلبيات لانجري تنكري القطوة:,1.0
سرعة التوصيل والشحن  ... سلعة مطابقة لما تم شراؤه  .......,1.0
بسمالله الرحمن الرحيم,1.0
التصميم و الخامه ممتازه و لكن ارجو ان يكون هناك متابعة افضل لتحرك السلعه حتی يتم استلامها من قبل العميل,1.0
- إيجابيات و سلبيات لانجري تنكري الخادمة:,1.0
سيئه جدا ولا انصح بشرائها ومجرد خساره مال,-1.0
very acceptable and so sexy dress to the viewers,1.0
سيئ فى الخامه والتقفيل,-1.0
- إيجابيات و سلبيات لانجري شبك الجسم ‫(شراب):,1.0
ولكن سرعة ايصالها هي الاهم كانت بالنسبة لي وصلتني في اسرع وقت ممكن وزمن قياسي كبير,1.0
رائع الكورسية لتخصير الجسم خاصة مع الفساتين وكمان يعدل الجلسه ويركز الظهروشكرا انصح النساء اللي يحبون التميز بإرتدائه,1.0
خامتها حلوه و مريحه,1.0
- إيجابيات و سلبيات المشد الاقوي للخصر:,1.0
خامة السلعة ممتازه,1.0
الخامة جيدة  نوعا والمقاس محدود,1.0
جيد جدا خامة ممتازة والسلعة مطابقة للوصف .. انصح بها,1.0
لانجري اكثر من رائع وسرعة الشحن ممتازه جددا انشالله لي تعامل اخر معكم وشكرا,1.0
ممتازه وشكرا للبايع,1.0
The product is good .. it was in perfect condition and my daughter love it,1.0
السلعه ممتازه ومريحه جداً عند ارتدائها فـ البدايه طلبت 2  وعندما جربتها للمره الثانيه عدت وطلبت عدد3 فهي جيده مقارنه بسعرها لانها توجد عند تجار آخرين بسعر مبالغ فيه جدا ..,1.0
"No zipper as described for older kids , hard my kid didn't like it",-1.0
شراب شبك بكل صدق سلعه رائعه وجذابه وتغليف ممتاز اما بالنسبة للتوصيل البائع ليس له علاقة بالتاخير وانما من شركة الشحن,1.0
ممتاز جدا . واتمنا توفير مزيد من النكهات والاشككال,1.0
ممتازه في شد منطقه البطن و الصدر و الجانبين/  و مريح جدا الى درجة انك لاتحس بشده,1.0
- إيجابيات و سلبيات مشد لتنحيف الجسم:,-1.0
جيده الصنع  تتمني   تعداد االالوان من السلعه  لكي نتسوق اكتر من هذه السلعه الجيده في التصميم  الصناعه,1.0
بالرغم من ان المشد اكبر من مقاس الجسم الا انه تفتت حال لبسه نظرا لسوء القماش ورداءة حياكته التي تقطعت من كل الجوانب.. يشعرك بانه لايمت للجودة باي صلة كانت.. بل ولم اقفعليى اسوأ منه اطلاقا..,-1.0
المنتج جيد جداوالسعر اكثر من جيد,-1.0
عملي وممتازة,1.0
منتج رائع وسهل استعمال,1.0
ممتاز في ضخه للبخار اسال البائع عن مدى امكانية جهاز الايونات للبشرة f ce مع الكريمات الخاصةحيث تعحبني كل المنتجات التي تصدرها هذه العلامة التجارية,1.0
السلعة ممتازة وذات جودة في الصنع  .,1.0
مرتين طلبت الطلبية و طلعت غلط,1.0
"i LOVE this item,i recieved it in a perfect condition and was delivered very fast. Found it very usefull , would definitly recommend to a friend",1.0
رائعه جدا جدا,1.0
- إيجابيات و سلبيات توكنج توم القط المتكلم-GP2130,1.0
perfect,1.0
سرعة التوصيل,1.0
التلبسيه رائعه ولكن كنت اتمنئ لو انه غطاء كامل,-1.0
اعتقد انها مناسبة لحد ما للسيارة كونها تكوه او شبه المخده الصغيرة وبتشتغل بالبطارية ودمتم للنضال والي الأمام :),-1.0
منتج سيء جدا و قليل الجودة,-1.0
صغيرة وغير عملية,-1.0
جداً جميلة الالة ومفيده للوجه ، حبيتها كثير وتنظف البشره بشكل عميق ، ومناسبه للبشره الدهنيه لتنظيفها واستخدامها كذلك لتدليك الوجه مع الكريمات العلاجية بتعطي نتيجة افضل,1.0
يعمل جيدا,1.0
ممتازة. ثابته لفترة.,1.0
لا يوجد معها اي دليل حتى كي يوضح طريقة العمل بها وليست قوية وسعرها مبالغ فيه بصورة كبيرة,-1.0
أنا اشتريت الشنطة ومش عاجباني ، لأنها في الأصل شكلها شنطة سفر بها مكان للاب توب مش العكس، الطول في العرض 52 سم في 52 سم، مش مشكلة القياس الأفقي للشنطة يكون 50 سم بس المشكلة في القياس الرأسي (ارتفاع الشنطة عن الأرض) أكثر من نص متر يعني غير عملية لجامعة أو م,-1.0
انصح بيها جداااااااااااااا,1.0
جيدة جدا سعراها مناسب مواصفات الأمان بها عالية وأمنة جدا للاب توب,1.0
I'm very pleased with the product as it came out exactly how it was described on Souq. The design and color suites me. I will recommend this to all.,1.0
بها مكان للموبيل و مكان لخروج سماعه الراس .,1.0
بصراحة انا باجيب تارجس عشان جربتها كتير ..,1.0
.Bad quality and disconnecting from mobile bluetooth,-1.0
مفيدة جدا جدا,1.0
سهلة اﻻستخدام,1.0
سيئة للغاااااااااااااية ومصنوعة من مواد رديئة جدا ما تستحق ربع نجمة,-1.0
خامات هذه السلعه رديئه جدااااااا ولم استعملها قط نظرا لضعف هيكلها الخارجى وقصر وضعف سلكها الكهربى...,-1.0
ممتازه وقد قمت باخذ سلع اخرى مثل ساعات  لي ولصديقاتي وقد اعجبن بالسلع واخذت ملابس للاطفال وهواتف متحركة وكل السلع بحالات ممتازه شكرا سوق دوت كوم,1.0
لو متوفر منها اللون الأبيض كان افضل ، اتمنى لو يتم توفير اللون الابيض قريباً,1.0
المنتج رائع وكما في الوصف تماما,1.0
i tested in my car it started,1.0
لا يشحن الجوال,-1.0
السلام عليكم ورحمة الله وبركاته جهاز ممتاز جدا لفحص وتشخيص الاعطال السيارة ويركب على جميع السياراة ودقيق,1.0
شي حلو ويساعدك على قراءة سرعه السياره,1.0
سلعة ممتازه تغنيك عن كثير من التحويلات نحن بحاجة اليها وخاصة من لديه اجهزه متعددة يرغب في تعبئتها مرة واحده فيستطيع الان تعبأتها مرة واحده بفضل هذا الجهاز .,1.0
"very good , but need to increase zoom , and screen size , it is easy to use , but the control buttons location is little bit wrong , if all the buttons in one side better",1.0
جيد و شكله جميل لكن فقط اريد ان يكون طويل,-1.0
أتمنى لك التوفيق,1.0
عدسة احترافية ويمكن استخدامها في مجالات عديدة  عدا التصوير المايكرو مثل البورتريه والاند سيكب.,1.0
السلعة نفس الطلب وبنفس النوعية ...,1.0
I like it very much because it is very easy to use and it is an awesome flash bulb                                             .,1.0
"Hoya filter is always my favorite to use , and especially this offer is amazing cause the price in the normal shops is around 350-400 aed.",1.0
اتمني التوفيق للموزع,1.0
رائعة تحمي الكاميرا من الكسر و الخدش و تعطي شكلا جديدا و لديه حامي للشاشة الكاميرا و شاشة إضافية لكي تحمي الشاشة الكاميرا,1.0
السلام عليكم ..,1.0
لا يصلح للاستعمال لان السلك المستخدم رديء للغاية.وبالتالي عملية شحن الموبايل قد تستغرق حوالي 4 الى 5 ساعات لكي يزداد الشحن بمقدار 10%,-1.0
السلعة جيدة جدا ومطابقة لمواصفات البائع,1.0
يمكن استخدامه لأكثر من موبايل وما أكثر الموبايلات بأنواعها فى بيت واحد . فلا تتعب فى البحث عن ما يناسب موبايلك فهذا المنتج لكل الموبايلات تقريبا .,1.0
"بصراحة المنتج مو متوفر بمحلات التلفونات بطول مترين انصحكم فيه لانه اصلي من شركة أبل ويفيد الايفون 5 وخاصة ايفون6 , وفترة الشحن اهي نفسها مع الكيبل 1 متر ,  وسعره بسوق اقل من مواقع الامريكية والبريطانية ولا تنسى رسوم الشحن , مشكورين الله يعطيكم العافية.",1.0
الكيبل جميل يستاهل الشراء  الكيبل يستاهل مبلغ اكبر من جذي لان جميل انا شريته وصلي اب سرعة وما يعلق اهوا يخلي الشيء الي مركبة من الجلاكسي الى التلفاز يكون الي بالتلفاز اوضح من الجهاز اذا شبكته يكون الصوت و الاضاءة موجودة في التلفاز انا انصح بالشراءة لأن يستاهل الشراءة واقولها مرة ثانية يستاهل مبلغ اكثر من المبلغ القديم واوهو يستاهل العناء لأن مرة جميل  وانصحكم فيه لأن جميل انا شاري صارلي اسبوعين ولا شفت فيه شي ولا عيوب فيه,1.0
2M 6Ft 1080P Samsung Galaxy S4 SIV S IV i9500 i9505 S3 I9300 Note 2 N7100 Micro USB MHL to HDMI Cable adapter HDTV,1.0
وايد خايس و مب اصلي و مايشتغل و انكسر من اول ما ركبتا,-1.0
سلعه جيدة لكنها لا تتوفر بمقاسات كبيرة,1.0
Wonderful,-1.0
recommended,1.0
"it looks very nice , i like it too much and it's fantastic ,, thank you for the good quality and good look",1.0
ما عجبتني راح لونها  وصلر بدها رمي ياريت ما جبتها لونها دغري تغير .,-1.0
لم تكن على مستوى الطموح,-1.0
بصراحه عند حسن الظن وكمان كثافت البكسلات جميلة,1.0
رخيص جدا وحجم كبير                                                                      والسوق موفر كل شىء                                                             لنا,1.0
"- إيجابيات و سلبيات كانون Powershot A810 ‫( 16 ميجابيكسل, Compact Camera)",-1.0
"- إيجابيات و سلبيات كانون Powershot SX150 IS ‫( 14.1 ميجابيكسل, Compact Camera)",1.0
الكاميرا ممتازة و جودة الصور ممتازة و خاصة ميزة exr . هذه الكاميرا تنتج صور مذهلة في الظروف قليلة الاضائة وبدون فلاش,1.0
- إيجابيات و سلبيات NIKON D5100 18-55VR*8GB*CAMERA BAG,1.0
شكرا جزيلا على هذا المنتج الرائع وانصح به لمن يود اقتناؤه.,1.0
سيئ من ناحية السعر,-1.0
كاميرا مميزه بكل المقاييس,1.0
الكاميرا رائعة جدا وسهلة الاستخدام,1.0
من السلبيات- للحصول على صوره جيدة يستحسن التصوير بدون استخدام الزوم - الزوم الخاص بالكاميرا البصرى ليس 16 X  كما مكتوب فى الاعلان لكن الزوم البصري 8 X فقط--,1.0
في البداية وجدت صعوبة في تحديد اللغة ثم بات كل شيء مثلما طلبتها.,1.0
السلعة جميلة جدا والبائع تعامله جميل جدا وسرعة في التسليم، لكن اتمنى من البائع وضع المحتويات التي تأتي مع السلعه لاني اشتريت غطاء ضد الماء وطلعت السلعة يجي معاها غطاء.,1.0
اريد شراء هذا المنتج مره ثانيه ولكنه غير متوفر,-1.0
منتج رائع للمحترفين والهواة,1.0
الكاميرا ممتازه والسعر جيد والتوصيل جيد جدا,1.0
كاميرا ممتازة لتصوير الأكشن، وتم تطويرها عن الموديل السابق 3+، لكن هنا مشكلة الحرارة الزائدة الصادرة عن الكاميرا.,1.0
أعجبني فيها خاصية التصوير الذكي يقرأ تفاصيل الوجه ويلتقط الصورة أوتوماتيكيا عندما تبتسم، وكذلك الواي فأي يمكنك تحميل برنامج للهاتف الذكي و وربط الكاميرا مع الهاتف عن طريق الواي فأي.,1.0
الكاميرا ممتازة وتتميز بجودة تصنيع الجسم المصنوع من المعدن (وهذا يجعلها ثقيلة) كما أنها تصور فيديوهات عالية الجودة (لكن كانون تتفوق عليها في الفيديو).,1.0
منتج لطيف والافضل سرعة التوصيل والاسعار المناسبة,1.0
الكاميرا من افضل و اقوى كاميرات الزوم واضحة و تستطيع التعامل معها بسهولة الزوم رائع كما نها ممكن ان تصل الى 810,1.0
رائعة - تصوير صافي - ربط واي فاي باللاب توب يوفر عليك الاتصال بالكابل والريدر - تقدر ترفع الصور على الفيس - تحفة,1.0
سلعة جيدة ورخيصة مقارنة بالسوق,1.0
نوعية ممتازه وشكرا,1.0
السلعة  ذات نوعية ممتازة وجيدة وتغليفها كان بطريقة مرتبة ونظيفة  وفي الوقت المناسب وشكرا لكم,1.0
جدآ ممتاز استخدمت هالمعجون من سنتين وبعد كذا بحثت عنه بـ الصيدليه ولم اجده دخلت هالموقع حصلته سويت طلبيه رغم التاخير ولكن اليوم وصلني 2 من هالمعجون تعامل جدآ ممتاز,1.0
"I ordered this and got it two days later. It was packaged well and the box was in good condition. Do not regret. Beware this is PROFESSIONAL effect, if you have sensitive teeth get ADVANCED VIVID because it is not as strong.",1.0
A+,1.0
Amazing product,1.0
ممتازة و عملية جدا,1.0
Thank you very much fast shipping and the device works great,1.0
السلعة رائعة جدا وعملية جدا,1.0
ممتازه جداً ومثل الوصف الذي كتب عنها. العصاره عمليه ورائعه في كل شي كل الشكر والتقدير للبائع وجزاه الله خير الجزاء,1.0
It can't clean any single dust it just makes noise.,-1.0
"It was my first time ordering from internet, I was really worried about how will be my product, but when i have got my product, it was fit to my MacBook pro MD101, really love the process of buying from Souq. com its easier than i thought. and ofcours i will keep buying from this site.",1.0
اللون اعجبني ايضا ملمسه الناعم و القوة و التصميم الجميل اتمنى ان تعجبكم ايضا,1.0
سلعه جيده لكنها باااهظة الثمن وهي صناعه صينيه,-1.0
bad and not fitting the macbook air,-1.0
السلع رديئة الصنع وبها خدوش واضحة حتي قبل الاستعمال,-1.0
No usb receiver needed if your computer already have Bluetooth,-1.0
"The product in general is pretty good ; however, the shipment service is horrible and it's defiantly not worth my money",1.0
صناعة ممتازة ورائعة يعمل ببطاريات عادي وفيها خاصية قفل لكني لم اجد فيها خاصية مؤشر لحالة البطارية طبعا,1.0
very goooooooooooooooooood,1.0
- إيجابيات و سلبيات Mandela 90th Birthday Coin NGC GRADED MS66,1.0
رخيصه وسهله الاستعمال وسلعه جيده,1.0
صغيرة الحجم كأنها نظارة طبية,-1.0
رائعة جدا وتبدو طبيعية تماما وتستعمل لفترة طويلة ولونها اكثر من رائع ............................,1.0
رائعه بل اكثر اكثر من رائعة,1.0
لا تطابق مواصفات العرض,-1.0
السلعة متوافقة مع المعروض بالنت ، وصناعة يابانية . وسعرها مقبول بالنسبة لفلاش الكانون الأوريجينال ينقص هذة السلعه وجود بطاريات ضمن العلبة لتجربتها مباشرة في حال عدم وجود البطاريات عند االمشتري,1.0
من اروع مكينات الحلاقة التى امتلكتها وانا شاكر على هذا المنتج الرائع,1.0
ثوب جميل ومطابق للصورة,1.0
Gooooooood,1.0
شكرا جدا ع نضافه الحاجه ماشاء الله الصوره زي الحقيقه بالظبط والخامه نضيفه,1.0
بدلة نسائية جميلة جدا وتعطي مظهر انوثة للسيدة,1.0
فستان حلو,1.0
"- إيجابيات و سلبيات أمازون كيندل بيبروايت ‫(6 إنش, 2 جيجابايت, واي فاي, أسود)",1.0
من المنتجات الرائعه لشريكة واكوم ادخلت خاصيتني لمحبي رسم السكاتش على الورق وكذالك لمحبي رسم الديجيتال,1.0
ممتازة و رائعة و تحمي رموت الكنترول من الكسر و تبقيه نظيفا و تعطي شكلا جديدا و لونا رائعا و لا تكلف كثيرا,1.0
بطاريات تدوم لزمن اطول مع شاحن,1.0
سلعه جيدا جدا وسهله الاستعمال واحبوها الصغار,1.0
كبل اتش دي عادي معرفش حتي يشغل اللاب ولا لا,-1.0
قمت بشراء واحدة وأستلمتها ولله الحمد بحالة ممتازة وأستخدمتها دون أية مشاكل.,1.0
لدي شعر خفيف في مقدمة الرأس وكنت دائما استخدم المينوكسيديل وبدونه لا يبدو شعري في المقدمة جيد. عندما استخدمت هذا المشط لاحظت انه ينبت الشعر ولاحظت مقدمة جبهتي اصبحت جميلة الشكل كثيفة الشعر ولم احتج استعمال المينوكسيديل لفترة طويلة. ولكن هذا الجهاز يجب الاستمرار على استعماله للحصول على نتائج جيدة خصوصا لاصحاب المشاكل المستعصية. بالنسبة لي اسبوع واحد كان كافيا لاصلاح شعري في المقدمة ويجبر تمريره ببطء شديد على الشعر ليعطي مفعول جيد.,1.0
بعد وضعها على الشعر..و بمجرد التدليك تلتصق بالاصابع وتزول بسهولة وفي دقائق,1.0
سلعة رائعة جداً وأنصح فيها ، المنتج جميل و يعمل على إظهار شكل جيد لمظهرك الخارجي كشخص يفتقد شعره كل يوم بسبب الصلع او تساقط الشعر ، فهو يسد الفراغات و يستخدم بالرش و التثبيت .,1.0
I love it and I can see the result on my hair immediately it makes it smooth and moisturized. I discovered its 10 miracles product from my dermatologist he recommended the mask and it was amazing . And now I am trying the leave on product and it is also good,1.0
Very good for dry hair,1.0
انها من العدة الجيدة و العملية و تختصر عدة ادوات و لا توجد في المحلات بكثرة و سعرها مناسب جدا نسبة للعمل التي تقوم به,1.0
السلعه ممتازه وعمليه ودقيقه ...ساقوم بشراء واحده اخرى ....السعر مناسب جدا للسلعه,1.0
جميلة وانصح الجميع بشرائها للدفاع عن النفس ويجب عدم وجودها امام الأطفال وانا قد طلبتها واستخدمتها وتبين لي انها جميلة جدا,1.0
موديل الحقيبة جميل وكلفتها جيدة بس كنت اتمنى لو ان خامة الحقيبة تكون كلها من الجلد مثل حافات الحقيبة .,-1.0
لم أتوقع أن تكون الشنطة بهذا المستوى من الرداءة ، وكأن تم استخدامها من قبل شخص سابق، اللون ليس كما هو معروض في الموقع ، باااااهت للغاية ، والخيوط قد تنسمت من كل جانب ، والله لم اتوقع عذا الشيء منكم أبداً ، رغم أني زبونة دائمة لديكم ، وقد صعقت صعقة كبيرة عندما قمت بفتح البضاعة ، رميتها لأنني لا استطيع أن أقتني شيء بهذا المستوى من الرداءة ، وعذراً,-1.0
الحقيبة حلوة وجذابة..وأنصح به... لكن الحجم أصغر من المتوقع,1.0
لا تساوي قيمتها,-1.0
جداً جمييييل بس الهاي هيلز مو موضح المقاسات المتوفرة لازم يكون في خيارات وكمان طول الكعب مو مكتوب ونوعية الخامة اللي مصنوعه منها ***,1.0
"Cover is not fitting, i still accepted and tryied to use, but it got broken down by the second use",-1.0
رائع يستحق الإعجاب وتمنه مناسب للغاية,1.0
جيد جدا وسعره ممتاز,1.0
السلعة جيدة واعجبتني وكانت كما اردت تماما وانا اشكر سوق دوت على البضاعة,1.0
جميلة وعملية وسهلة الاستخدام والحمل والتخزين ... ملائمة للاستعمال الشخصى والمنزلى .. لا تحتاج الى احترافية فى الاستخدام.. تعطى تموجات حلزونية جميلة,1.0
اصلية و عملية,1.0
"الجهاز يقوم بارسال رساله برابط لتحديد المكان, اارابط لا يعمل اطلاقا",-1.0
السلعة جيدة كما جاءت في الوصف,-1.0
ممتاز جدا واعجبني خاصة لغسيل السيارة حيث ان الماء يقوى ولكن لابد من استخدام قفيز لربط اللي حيث انه صغير,1.0
السلعة تمام وبنفس المواصفات اللى شفتها  بصراحة موقع جميل واشترى منه دايما وخدمة التوصيل للبيت ممتازة جدا جدا,1.0
حصل عيب من اول استخدام,-1.0
Average,-1.0
المنتجد جيد واوصي به لمشترين اخرين,1.0
still playing it need to complete the story in all levels hard and medium specially,1.0
السلعة جيدة وتعمل بشكل ممتاز والبائع قام بالتوصيل بشكل سريع ............................................................................,1.0
Good game i like it sooo much lil short but with this price its ok,1.0
منتج ممتاز و انصح جميع الحسابات الموجودة في هذا السوق الممتاز عالميًا ان يجربوا هذا المنتج الرائع,1.0
انها من الألعاب المميزة لدي فأحب انها العبها كثيراً هي اكثر الألعاب التي العبها ولدي تقريبا معظم منها,1.0
Thx alot,1.0
جميل ورائع,1.0
ان المنتج جديد بها مغامره  بها اكشن بها قتال بها ONLINE من الاخر اللعبه هادى روعه مره,1.0
i love it,1.0
Cool,1.0
الف شكر سوق كوم وبالتوفيق,1.0
Very good game for children and young people and the other friends in the future of the most popular games,1.0
نظيف ممتع واجابي,-1.0
ساحر,1.0
المنتج اصلي وبكارت الضمان كارت الخدش,1.0
"Only had it for a week,, think a proper review should be written in a month or 2. . Souq.com however has made it easier for me to purchase ot.",1.0
الجهاز سيئ جدا لا يسخن لمدة 20 دقيقه انتظر لكي الطبخ الخبز,-1.0
Like it so much and using it,1.0
جودة السلعة رديئه,-1.0
جيد ..يعمل بهدوء تام,1.0
عنوان التقييم: *,1.0
a very fine product not as noisy or heat-able as prescribed on other  users fast and heavy duty its problem is that it is really large and with external power  supply make it annoyingly not flexible,1.0
As described in description.  Was useful to me.,1.0
الزجاجات غير محكمة الاغلاق والتغليف باللاصق وهناك تسرب للحبر الاحمر,-1.0
"i  purchase few item but i order one to test if its working...i don't know..coz for using almost a week, bugs & cockroach are keep on roaming around my room",-1.0
منتج جيد طبقا للوصف,1.0
مناديل متينه وبالوان متعدده,1.0
- جودة سيئة جدااااا,-1.0
السلعه جيده جدآ لو بغيتيها تاخذ انطباع احسن وافضل تبطنيها بقماش يكون افضل واجود ولغلاف يكون اسمك شويه يكون احسن هذي وجهة نضري ولكم اراي في الاول ولاخير,1.0
الماء يتسرب منها,-1.0
منتج رائع يتميز بسهولة استخدامه وخفة وزنه ووجود فراشة للتنظيف العميق فعلا انه منتج رائع يستحق التجربه انصح الجميع بشرائه,1.0
"the design of the head set is ok but the quality is bad very bad , i am not able to use it because it effects the ears by issuing a very bad noise",-1.0
"هذا المنتج جيد مقارنة بغيرة من سماعات الرأس، ولكن بالنسبة لسعرة فهو ممتاز بمعنى الكلمة، راحة السماعة ""السماعة نفسها"" متحركة وذلك يعطي راحة، مغلفه بقماشة خفيفة مريحة للأذن، لما تستخدم السماعة لا تسمع من حولك وهذا دليل على العزل الجيد، متينة الصنع ""محمله""، تغيير المقاس عامل مساعد على الأريحية في الاستخدام، وجود 2 مايك جانبي و في السلك، السلك طويل أظنه يصل إلى 2 متر، الجاكات ذهبي لتوصيل جيد.",1.0
السماعة بشكل عام رائعة بالمميزات الموجوده فيها,1.0
جميل و سعرها مناسب جداً,1.0
"I have received it but not working however, I am happy with after sale service provided by Souq",-1.0
صوتها مظبوط وتفاصيل التراك واضحة جدا التريبل و البيس مظبوطين,1.0
ضاغط على الاذن ويسبب الم,-1.0
Goood,1.0
لم تكن ك المتوقع,-1.0
أحسن كتير من مكاوي البخار,1.0
العدسة غالية جدا جدا 2999 جنية ليه هي ارخص من كده بكتيييير,-1.0
للأسف اشتريت اكثر من ملصق حائط لكن ما أكاد الصقهم وبعد دقيقه يفك لصقها,-1.0
غير عمليه والخامه سيئه و السسته ضعيفه و الحواجز بين الاحذيه غير فعاله و ضعيفه,-1.0
very good from nokia,1.0
"سماعة ممتازة تسطيع من خلالها رد المكالمات وفيها سماعة داخلية واسبيكر ,وكان هناك نقص في علبة السماعة فلم أجد رأس الشاحن",1.0
السماعه رائعه الصوة ياخذك داخل اللعبه ويوصل لك الاصوات مثل مايريدك المطور ان تسمعها كما ان شكلها جميل وبسيط,1.0
ممتازة في السعر و الجودة ومريحة للاذن جدا و صوتها كويس زي السماعات الاصلة وشغلتها على المحمول والتابلت لكن مفهاش ميكروفون,1.0
صوت رائع و نقي ... تناسب مشجعي المنتخب الالماني,1.0
السماعة ممتازة جدا وعملية للغاية,1.0
سماعة عملية جدا و انيقة و الصوت واضح تماما و ضد المياه و الغبار و السعر منافس جدا,1.0
الطرف الثاني يسع الصوت بعيد وصعوبة الاستخدام,-1.0
it actually do nothing at all.,-1.0
جيد جداً انصح باستخدام باستخدامها لي جميع النساء لي تقليم الظافر  بسهوله جداً,1.0
بصراحة عدسات رائعة ولونها رائع جدا وواضح وتبدو طبيعية تماما ومريحة للعين ويمكن استعمالها لمدة سنة ...,1.0
حزام فايبر غير جيد لانه صيني ويخرب بسرعه لازم ترنس استبن لأنو اتحرق مجرد ما شغلتو تاني مره,-1.0
بصراحة عدسات رائعة ولونها رائع وواضح وتبدو طبيعية تماما .. وعيبها الوحيد انها وصلت من غير العلبة الخاصة بيها,1.0
ممتازه كما هىالمواصفات وانصخ باستخدامها   ولا توجد اى مشكلات,1.0
سهلة الاستخدام وسعرها رخيص عن اى مكان والعلبة بها 3 علب شمع واوراق للنزع وزيتبالاضافه للجهاز  بصراحة سوق كوم احسن موقع تسوق على النت .. مصداقيه بجد شكرا سوق,1.0
I like it. Thanx,1.0
بصراحه شريتهم ولا عجبني حرام فلوسي عليه,-1.0
"انا اشتريت الجهاز دا من فتره والصراحه ماشاء الله عليه جميل ومبسوط منه وماكنتش مجتاج غير هارد مساحته كبيره وبسعر مش غالى الصراحه كان فيه كدا واكتر من كدا , الهارد مساحته واحد تيرا وحجمه صغير جدا اصغر من موبيلك تقريبا يعنى تقدر تشيله فى جيبك وسريع فى نقل الملفات ماشاء الله وسعره مناسب جدا مش غالى بالفاتورة ومغلف وبالضمان",1.0
منتج اصلى ضمان محترم  USB3  سريع جدا  وصغير الحجم  والوانه كتير  مميز والاحمر والاسود    انصحكم بالمنتج,1.0
منتج راائع نسبيا,1.0
صناعه رديئه ولا تحتمل الاستعمال ابدا ولن انصح بها صديق ، لانه سيكون خساره للمال بدون استفاده ،ما الفائده المرجوه اذا كان من اول لبس للحلق وما ان خلعته انفصلت اللؤلؤ عن الذهب .,-1.0
مفيد للرحلات,1.0
جيده بس الون غير مطلي بالذهب كما هو بالصور بل برونزي,-1.0
The design is so Elegant and Nice to wear,1.0
اريد استبدال الخاتم بحجم اكبر لانه ليس بمقاسي,-1.0
ممتازة شكل جميل وجذاب تعتمد عل الريموت كنترول تستجيب للاصوات 4حالات اضاءة بيضاء واضاءة بيضاء هادئة واضاءة ملونة واضاءة ملونه متحركة وسرعة توصيل ممتازة للسلعة وتم تجربتها وتركيبها,1.0
Very bad,-1.0
Lamp will turns on after dark and if movement is,1.0
في الأماكن المظلمة ترى شكلا رائعا ومظهر جميل ... مرفق معها كابل USB أيضا ... لكن خامة صنعها رديئة ... مع توصيل الكابل الخاص بالحهاز يتحرك الـ port للخارج ويكاد ان ينفصل تماما....,1.0
لم تكن حسب المواصفات والمقاييس المطلوبه والتى تم ذكرها بانها مطلية ذهب عيار 18 . انه اكسسوار جدا عادي اريد استرجاعه,-1.0
ممتازه والتوصيل جداًسريع,1.0
"كل شيئ رائع في هذا المنتج ,, لكن المشكلة هي إن معالج الرسومات هو الأقل قوة بين معالج البيانات و الذاكره ,, مع إن إصدار هذا النوع من معالجات الرسوم هو جيد جدا و قريب إلي حد كبير من أفضل شيئ ,, لكن إذا كان فقط أعلى بنقطة بسيطة لكان لاب توب ممتاز و خارق ,,",1.0
جيد ولكن المشكلة فى التوصيل و ايضا فى النظام الموجود على الجهاز DOS,1.0
الابتوب دة روووووعة,1.0
السلعة جيدة وممتازة لاكن السعر مرتفع,1.0
عملى جدا للناس اللى محتاجة جهاز وزنه خفيف للشغل زي الاوفس و الاميل و التصفح و البرامج الخفيفة.,1.0
جيدة في مقابل السعر,1.0
الكمبيوتر ممتاز ولكن عيبه فقط في الصوت,1.0
this is not a new product it is a refurbished product which is very slow processor,-1.0
جهاز اصلي وانصح به للكل ،ماركه عالميه وجهاز اكثر من رائع اصلي وامكانياته رائعه,1.0
كارت الشاشة المدمج مع اللاب غير جيد,-1.0
منتج سيئ جدا و يعمل بنظام الدوس مما يجعل التعامل معه صعب ومعقد و سرعة المعالج ضعيفة لانه لا يتعامل مع الانظمة الحديثة التي تحتاج لمعالجات قوية.,-1.0
"منتج جيد , لا يسخن بسرعة نظام تبريد جيد جدا و ايضا الاداء سريع",1.0
لاب توب جميل وسعره مناسب يحتوي على جميع المواصفات المطلوبة,1.0
رائعة واستخدامها عملى وخامتها جيدة,1.0
مركون في المطبخ,-1.0
غير جيدة ويوجد خدوش بمادة السيراميك المطلية والرتوش النهائية لعملية الطلاء غير متقنة وغير سميكة ولا تتناسب مع حجم و وزن الوعاء,-1.0
كنت قبل ذلك اشتري هذه الأكياس من ايبي وامازون واتحمل مبلغ شحن كبير لكن عند عثوري على المنتج هنا اختصرت الوقة وتكلفة الشحن علاوة على ان المنتج ذو جودة عالية.,1.0
اختصار الوقت وسهل التحضير,-1.0
يمكن إستخدامها في الحفلات وخصوصا أعياد ميلاد الأطفال.,1.0
ممتازة وجميلة جداً أنيقة تستحق الإقتناء,1.0
