dname,docid,negcount,poscount,predicted,trueclass,wordcount
LABR,1484.0,2.0,2.0,-1.0,-1.0,38.0
LABR,1485.0,1.0,2.0,1.0,1.0,48.0
LABR,1486.0,0.0,3.0,1.0,1.0,34.0
LABR,1487.0,1.0,3.0,1.0,1.0,66.0
LABR,1488.0,0.0,0.0,1.0,1.0,5.0
LABR,1489.0,0.0,1.0,1.0,1.0,9.0
LABR,1490.0,5.0,2.0,-1.0,-1.0,65.0
LABR,1491.0,3.0,1.0,-1.0,-1.0,76.0
LABR,1492.0,0.0,3.0,1.0,1.0,60.0
LABR,1493.0,0.0,0.0,-1.0,-1.0,9.0
LABR,1494.0,2.0,2.0,-1.0,-1.0,26.0
LABR,1495.0,0.0,2.0,1.0,1.0,36.0
LABR,1496.0,0.0,6.0,-1.0,1.0,174.0
LABR,1497.0,3.0,2.0,-1.0,-1.0,19.0
LABR,1498.0,0.0,2.0,1.0,1.0,11.0
LABR,1499.0,3.0,3.0,-1.0,-1.0,160.0
LABR,1500.0,1.0,1.0,-1.0,-1.0,28.0
LABR,1501.0,1.0,0.0,-1.0,-1.0,38.0
LABR,1502.0,0.0,3.0,1.0,1.0,37.0
LABR,1503.0,1.0,1.0,-1.0,-1.0,43.0
LABR,1504.0,0.0,1.0,1.0,1.0,16.0
LABR,1505.0,1.0,9.0,1.0,1.0,83.0
LABR,1506.0,0.0,1.0,1.0,1.0,13.0
LABR,1507.0,1.0,0.0,-1.0,-1.0,52.0
LABR,1508.0,2.0,0.0,-1.0,-1.0,19.0
LABR,1509.0,1.0,0.0,-1.0,-1.0,1.0
LABR,1510.0,0.0,2.0,1.0,1.0,34.0
LABR,1511.0,2.0,1.0,-1.0,-1.0,29.0
LABR,1512.0,0.0,0.0,-1.0,1.0,9.0
LABR,1513.0,1.0,7.0,-1.0,-1.0,481.0
LABR,1514.0,4.0,0.0,-1.0,-1.0,16.0
LABR,1515.0,3.0,2.0,-1.0,-1.0,23.0
LABR,1516.0,2.0,1.0,-1.0,-1.0,169.0
LABR,1517.0,0.0,2.0,1.0,1.0,82.0
LABR,1518.0,2.0,1.0,-1.0,-1.0,27.0
LABR,1519.0,3.0,4.0,1.0,1.0,57.0
LABR,1520.0,6.0,5.0,-1.0,-1.0,553.0
LABR,1521.0,2.0,2.0,-1.0,-1.0,30.0
LABR,1522.0,0.0,3.0,1.0,1.0,7.0
LABR,1523.0,2.0,2.0,-1.0,-1.0,66.0
LABR,1524.0,6.0,3.0,1.0,1.0,172.0
LABR,1525.0,0.0,2.0,-1.0,1.0,10.0
LABR,1526.0,1.0,1.0,1.0,1.0,237.0
LABR,1527.0,3.0,8.0,1.0,1.0,146.0
LABR,1528.0,1.0,5.0,1.0,1.0,78.0
LABR,1529.0,2.0,4.0,1.0,1.0,7.0
LABR,1530.0,1.0,3.0,-1.0,1.0,55.0
LABR,1531.0,2.0,1.0,1.0,-1.0,30.0
LABR,1532.0,1.0,0.0,-1.0,1.0,46.0
LABR,1533.0,0.0,3.0,-1.0,-1.0,27.0
LABR,1534.0,4.0,5.0,-1.0,-1.0,287.0
LABR,1535.0,2.0,1.0,-1.0,-1.0,75.0
LABR,1536.0,0.0,1.0,1.0,1.0,8.0
LABR,1537.0,1.0,3.0,-1.0,-1.0,59.0
LABR,1538.0,1.0,1.0,-1.0,-1.0,38.0
LABR,1539.0,0.0,4.0,1.0,1.0,50.0
LABR,1540.0,0.0,1.0,-1.0,-1.0,48.0
LABR,1541.0,0.0,2.0,1.0,-1.0,15.0
LABR,1542.0,2.0,4.0,-1.0,1.0,18.0
LABR,1543.0,0.0,3.0,-1.0,1.0,8.0
LABR,1544.0,1.0,0.0,-1.0,-1.0,9.0
LABR,1545.0,0.0,0.0,1.0,1.0,52.0
LABR,1546.0,3.0,2.0,-1.0,-1.0,19.0
LABR,1547.0,5.0,2.0,-1.0,-1.0,144.0
LABR,1548.0,1.0,4.0,1.0,1.0,187.0
LABR,1549.0,0.0,0.0,1.0,-1.0,7.0
LABR,1550.0,0.0,3.0,-1.0,-1.0,30.0
LABR,1551.0,0.0,0.0,-1.0,-1.0,70.0
LABR,1552.0,0.0,2.0,1.0,1.0,28.0
LABR,1553.0,0.0,4.0,-1.0,1.0,81.0
LABR,1554.0,0.0,1.0,1.0,1.0,2.0
LABR,1555.0,0.0,5.0,1.0,1.0,37.0
LABR,1556.0,1.0,3.0,1.0,1.0,30.0
LABR,1557.0,1.0,4.0,1.0,1.0,64.0
LABR,1558.0,2.0,0.0,-1.0,-1.0,49.0
LABR,1559.0,2.0,3.0,1.0,1.0,67.0
LABR,1560.0,0.0,3.0,1.0,1.0,18.0
LABR,1561.0,0.0,3.0,1.0,1.0,43.0
LABR,1562.0,3.0,7.0,1.0,-1.0,468.0
LABR,1563.0,4.0,3.0,-1.0,-1.0,24.0
LABR,1564.0,2.0,0.0,-1.0,-1.0,50.0
LABR,1565.0,0.0,3.0,-1.0,-1.0,103.0
LABR,1566.0,0.0,2.0,1.0,1.0,3.0
LABR,1567.0,2.0,1.0,-1.0,-1.0,46.0
LABR,1568.0,2.0,1.0,-1.0,-1.0,55.0
LABR,1569.0,2.0,1.0,-1.0,-1.0,35.0
LABR,1570.0,0.0,3.0,1.0,1.0,29.0
LABR,1571.0,2.0,0.0,-1.0,-1.0,29.0
LABR,1572.0,0.0,4.0,1.0,1.0,14.0
LABR,1573.0,1.0,3.0,-1.0,1.0,505.0
LABR,1574.0,4.0,0.0,-1.0,-1.0,33.0
LABR,1575.0,5.0,1.0,-1.0,-1.0,120.0
LABR,1576.0,0.0,0.0,1.0,1.0,12.0
LABR,1577.0,1.0,1.0,-1.0,-1.0,9.0
LABR,1578.0,4.0,0.0,-1.0,-1.0,14.0
LABR,1579.0,0.0,0.0,-1.0,1.0,25.0
LABR,1580.0,0.0,5.0,1.0,1.0,8.0
LABR,1581.0,2.0,1.0,-1.0,-1.0,47.0
LABR,1582.0,0.0,0.0,-1.0,1.0,24.0
LABR,1583.0,0.0,2.0,1.0,1.0,61.0
LABR,1584.0,1.0,1.0,1.0,1.0,6.0
LABR,1585.0,1.0,2.0,-1.0,-1.0,49.0
LABR,1586.0,4.0,3.0,1.0,1.0,376.0
LABR,1587.0,0.0,0.0,1.0,1.0,71.0
LABR,1588.0,1.0,1.0,-1.0,-1.0,13.0
LABR,1589.0,1.0,3.0,-1.0,-1.0,84.0
LABR,1590.0,2.0,4.0,1.0,1.0,36.0
LABR,1591.0,0.0,0.0,1.0,1.0,22.0
LABR,1592.0,1.0,1.0,1.0,1.0,130.0
LABR,1593.0,0.0,1.0,-1.0,1.0,43.0
LABR,1594.0,0.0,5.0,1.0,1.0,365.0
LABR,1595.0,4.0,2.0,1.0,-1.0,150.0
LABR,1596.0,0.0,0.0,1.0,1.0,19.0
LABR,1597.0,1.0,4.0,1.0,1.0,83.0
LABR,1598.0,0.0,1.0,-1.0,-1.0,14.0
LABR,1599.0,0.0,2.0,1.0,1.0,58.0
LABR,1600.0,3.0,1.0,1.0,-1.0,93.0
LABR,1601.0,2.0,8.0,1.0,-1.0,169.0
LABR,1602.0,3.0,6.0,-1.0,-1.0,75.0
LABR,1603.0,1.0,1.0,1.0,1.0,24.0
LABR,1604.0,0.0,0.0,1.0,-1.0,9.0
LABR,1605.0,0.0,0.0,-1.0,-1.0,13.0
LABR,1606.0,3.0,1.0,-1.0,-1.0,26.0
LABR,1607.0,0.0,2.0,1.0,1.0,18.0
LABR,1608.0,6.0,3.0,-1.0,-1.0,42.0
LABR,1609.0,0.0,4.0,1.0,1.0,17.0
LABR,1610.0,1.0,0.0,-1.0,-1.0,15.0
LABR,1611.0,4.0,0.0,-1.0,-1.0,6.0
LABR,1612.0,2.0,1.0,-1.0,-1.0,11.0
LABR,1613.0,2.0,0.0,-1.0,-1.0,30.0
LABR,1614.0,0.0,2.0,1.0,1.0,14.0
LABR,1615.0,1.0,0.0,-1.0,-1.0,48.0
LABR,1616.0,4.0,2.0,-1.0,-1.0,48.0
LABR,1617.0,1.0,1.0,-1.0,-1.0,78.0
LABR,1618.0,2.0,2.0,-1.0,-1.0,15.0
LABR,1619.0,6.0,4.0,-1.0,-1.0,251.0
LABR,1620.0,1.0,1.0,1.0,-1.0,49.0
LABR,1621.0,1.0,7.0,1.0,1.0,91.0
LABR,1622.0,0.0,1.0,1.0,1.0,1.0
LABR,1623.0,0.0,2.0,1.0,1.0,122.0
LABR,1624.0,1.0,0.0,-1.0,-1.0,2.0
LABR,1625.0,0.0,0.0,-1.0,1.0,10.0
LABR,1626.0,0.0,1.0,1.0,-1.0,108.0
LABR,1627.0,1.0,1.0,1.0,1.0,16.0
LABR,1628.0,0.0,2.0,1.0,1.0,3.0
LABR,1629.0,1.0,4.0,1.0,1.0,100.0
LABR,1630.0,0.0,2.0,1.0,1.0,4.0
LABR,1631.0,2.0,2.0,1.0,1.0,39.0
LABR,1632.0,0.0,3.0,1.0,1.0,26.0
LABR,1633.0,0.0,0.0,1.0,1.0,7.0
LABR,1634.0,0.0,4.0,1.0,1.0,69.0
LABR,1635.0,1.0,0.0,-1.0,1.0,68.0
LABR,1636.0,0.0,2.0,-1.0,-1.0,21.0
LABR,1637.0,1.0,0.0,-1.0,-1.0,47.0
LABR,1638.0,0.0,0.0,1.0,-1.0,2.0
LABR,1639.0,3.0,0.0,-1.0,-1.0,93.0
LABR,1640.0,0.0,0.0,1.0,-1.0,18.0
LABR,1641.0,2.0,2.0,1.0,-1.0,28.0
LABR,1642.0,1.0,1.0,1.0,-1.0,55.0
LABR,1643.0,3.0,2.0,1.0,1.0,124.0
LABR,1644.0,1.0,4.0,1.0,1.0,39.0
LABR,1645.0,1.0,0.0,-1.0,-1.0,2.0
LABR,1646.0,3.0,2.0,-1.0,-1.0,32.0
LABR,1647.0,1.0,0.0,1.0,1.0,25.0
LABR,1648.0,3.0,5.0,1.0,-1.0,58.0
LABR,1649.0,2.0,1.0,1.0,-1.0,63.0
LABR,1650.0,1.0,3.0,-1.0,1.0,249.0
LABR,1651.0,0.0,3.0,-1.0,1.0,46.0
LABR,1652.0,1.0,1.0,1.0,1.0,70.0
LABR,1653.0,2.0,2.0,-1.0,1.0,29.0
LABR,1654.0,0.0,1.0,1.0,-1.0,59.0
LABR,1655.0,0.0,3.0,1.0,1.0,23.0
LABR,1656.0,5.0,3.0,-1.0,-1.0,54.0
LABR,1657.0,0.0,0.0,1.0,1.0,6.0
LABR,1658.0,1.0,1.0,-1.0,-1.0,19.0
LABR,1659.0,0.0,1.0,1.0,1.0,40.0
LABR,1660.0,2.0,3.0,-1.0,1.0,31.0
LABR,1661.0,3.0,11.0,1.0,1.0,302.0
LABR,1662.0,1.0,0.0,1.0,-1.0,10.0
LABR,1663.0,2.0,0.0,-1.0,-1.0,155.0
LABR,1664.0,0.0,6.0,1.0,1.0,113.0
LABR,1665.0,1.0,0.0,-1.0,-1.0,15.0
LABR,1666.0,2.0,0.0,-1.0,-1.0,8.0
LABR,1667.0,0.0,0.0,-1.0,-1.0,15.0
LABR,1668.0,0.0,3.0,1.0,1.0,5.0
LABR,1669.0,0.0,0.0,-1.0,-1.0,5.0
LABR,1670.0,1.0,1.0,1.0,1.0,85.0
LABR,1671.0,0.0,6.0,1.0,1.0,115.0
LABR,1672.0,1.0,3.0,1.0,1.0,93.0
LABR,1673.0,4.0,5.0,-1.0,-1.0,118.0
LABR,1674.0,6.0,2.0,-1.0,-1.0,57.0
LABR,1675.0,0.0,0.0,-1.0,-1.0,13.0
LABR,1676.0,0.0,0.0,1.0,1.0,22.0
LABR,1677.0,0.0,1.0,1.0,1.0,19.0
LABR,1678.0,0.0,2.0,1.0,1.0,101.0
LABR,1679.0,1.0,1.0,-1.0,-1.0,17.0
LABR,1680.0,1.0,1.0,-1.0,-1.0,14.0
LABR,1681.0,2.0,1.0,-1.0,-1.0,37.0
LABR,1682.0,2.0,0.0,-1.0,-1.0,11.0
LABR,1683.0,6.0,7.0,-1.0,-1.0,194.0
LABR,1684.0,1.0,0.0,-1.0,-1.0,5.0
LABR,1685.0,0.0,1.0,1.0,1.0,14.0
LABR,1686.0,0.0,2.0,1.0,1.0,55.0
LABR,1687.0,1.0,3.0,-1.0,-1.0,41.0
LABR,1688.0,0.0,1.0,1.0,1.0,9.0
LABR,1689.0,0.0,1.0,1.0,1.0,4.0
LABR,1690.0,3.0,2.0,1.0,1.0,179.0
LABR,1691.0,0.0,1.0,1.0,1.0,11.0
LABR,1692.0,3.0,5.0,1.0,1.0,91.0
LABR,1693.0,2.0,1.0,-1.0,-1.0,44.0
LABR,1694.0,1.0,1.0,1.0,-1.0,11.0
LABR,1695.0,0.0,2.0,1.0,1.0,8.0
LABR,1696.0,2.0,2.0,-1.0,-1.0,46.0
LABR,1697.0,0.0,5.0,1.0,-1.0,74.0
LABR,1698.0,0.0,0.0,-1.0,-1.0,5.0
LABR,1699.0,0.0,1.0,1.0,1.0,1.0
LABR,1700.0,4.0,4.0,-1.0,-1.0,96.0
LABR,1701.0,0.0,3.0,1.0,1.0,54.0
LABR,1702.0,0.0,1.0,-1.0,-1.0,22.0
LABR,1703.0,2.0,1.0,-1.0,-1.0,106.0
LABR,1704.0,0.0,0.0,-1.0,1.0,4.0
LABR,1705.0,0.0,2.0,1.0,1.0,31.0
LABR,1706.0,1.0,8.0,1.0,1.0,323.0
LABR,1707.0,3.0,0.0,-1.0,-1.0,37.0
LABR,1708.0,1.0,0.0,1.0,1.0,51.0
LABR,1709.0,0.0,0.0,-1.0,-1.0,48.0
LABR,1710.0,0.0,0.0,-1.0,-1.0,7.0
LABR,1711.0,0.0,1.0,1.0,1.0,4.0
LABR,1712.0,0.0,2.0,1.0,1.0,23.0
LABR,1713.0,0.0,3.0,1.0,1.0,80.0
LABR,1714.0,0.0,1.0,-1.0,1.0,30.0
LABR,1715.0,5.0,3.0,1.0,-1.0,368.0
LABR,1716.0,1.0,1.0,1.0,1.0,136.0
LABR,1717.0,1.0,2.0,1.0,1.0,87.0
LABR,1718.0,0.0,0.0,-1.0,1.0,29.0
LABR,1719.0,0.0,2.0,1.0,1.0,8.0
LABR,1720.0,0.0,3.0,1.0,1.0,12.0
LABR,1721.0,0.0,2.0,1.0,1.0,27.0
LABR,1722.0,0.0,0.0,1.0,1.0,13.0
LABR,1723.0,0.0,1.0,-1.0,-1.0,37.0
LABR,1724.0,0.0,0.0,1.0,1.0,14.0
LABR,1725.0,5.0,1.0,1.0,-1.0,75.0
LABR,1726.0,2.0,4.0,-1.0,-1.0,70.0
LABR,1727.0,0.0,1.0,1.0,1.0,16.0
LABR,1728.0,5.0,1.0,-1.0,-1.0,240.0
LABR,1729.0,4.0,8.0,-1.0,-1.0,410.0
LABR,1730.0,3.0,1.0,1.0,-1.0,14.0
LABR,1731.0,4.0,1.0,-1.0,-1.0,16.0
LABR,1732.0,4.0,2.0,-1.0,-1.0,322.0
LABR,1733.0,0.0,2.0,1.0,1.0,41.0
LABR,1734.0,0.0,0.0,-1.0,-1.0,25.0
LABR,1735.0,2.0,2.0,-1.0,-1.0,89.0
LABR,1736.0,2.0,1.0,-1.0,-1.0,22.0
LABR,1737.0,7.0,4.0,-1.0,-1.0,372.0
LABR,1738.0,0.0,0.0,-1.0,-1.0,33.0
LABR,1739.0,0.0,0.0,-1.0,-1.0,4.0
LABR,1740.0,0.0,1.0,-1.0,-1.0,26.0
LABR,1741.0,3.0,2.0,-1.0,-1.0,43.0
LABR,1742.0,2.0,0.0,-1.0,-1.0,50.0
LABR,1743.0,0.0,1.0,1.0,1.0,1.0
LABR,1744.0,1.0,1.0,-1.0,-1.0,25.0
LABR,1745.0,1.0,7.0,1.0,1.0,171.0
LABR,1746.0,0.0,0.0,-1.0,-1.0,12.0
LABR,1747.0,2.0,0.0,-1.0,-1.0,5.0
LABR,1748.0,4.0,0.0,-1.0,-1.0,17.0
LABR,1749.0,3.0,3.0,-1.0,1.0,195.0
LABR,1750.0,1.0,6.0,1.0,1.0,119.0
LABR,1751.0,3.0,5.0,1.0,1.0,144.0
LABR,1752.0,0.0,1.0,1.0,1.0,24.0
LABR,1753.0,0.0,1.0,-1.0,-1.0,13.0
LABR,1754.0,0.0,1.0,1.0,-1.0,16.0
LABR,1755.0,1.0,1.0,-1.0,-1.0,43.0
LABR,1756.0,1.0,9.0,1.0,1.0,121.0
LABR,1757.0,3.0,4.0,1.0,1.0,665.0
LABR,1758.0,2.0,0.0,-1.0,1.0,61.0
LABR,1759.0,1.0,3.0,-1.0,-1.0,60.0
LABR,1760.0,0.0,1.0,1.0,1.0,16.0
LABR,1761.0,0.0,2.0,1.0,1.0,22.0
LABR,1762.0,0.0,2.0,1.0,1.0,70.0
LABR,1763.0,0.0,6.0,1.0,1.0,123.0
LABR,1764.0,0.0,3.0,1.0,1.0,50.0
LABR,1765.0,0.0,0.0,-1.0,-1.0,9.0
LABR,1766.0,0.0,1.0,1.0,1.0,20.0
LABR,1767.0,0.0,2.0,-1.0,1.0,18.0
LABR,1768.0,5.0,11.0,1.0,1.0,313.0
LABR,1769.0,0.0,2.0,1.0,1.0,142.0
LABR,1770.0,2.0,0.0,-1.0,-1.0,31.0
LABR,1771.0,2.0,0.0,-1.0,-1.0,36.0
LABR,1772.0,0.0,1.0,1.0,1.0,9.0
LABR,1773.0,0.0,0.0,-1.0,-1.0,9.0
LABR,1774.0,0.0,1.0,1.0,1.0,4.0
LABR,1775.0,0.0,0.0,1.0,1.0,7.0
LABR,1776.0,1.0,0.0,-1.0,-1.0,33.0
LABR,1777.0,1.0,2.0,-1.0,-1.0,26.0
LABR,1778.0,4.0,1.0,-1.0,-1.0,86.0
LABR,1779.0,3.0,3.0,-1.0,-1.0,117.0
LABR,1780.0,0.0,4.0,1.0,-1.0,124.0
LABR,1781.0,2.0,1.0,1.0,-1.0,58.0
LABR,1782.0,0.0,3.0,1.0,1.0,6.0
LABR,1783.0,2.0,1.0,-1.0,-1.0,20.0
LABR,1784.0,0.0,1.0,1.0,1.0,11.0
LABR,1785.0,3.0,6.0,1.0,1.0,196.0
LABR,1786.0,1.0,2.0,-1.0,1.0,34.0
LABR,1787.0,0.0,0.0,1.0,1.0,4.0
LABR,1788.0,0.0,4.0,1.0,1.0,103.0
LABR,1789.0,0.0,0.0,1.0,1.0,27.0
LABR,1790.0,0.0,2.0,-1.0,-1.0,23.0
LABR,1791.0,0.0,0.0,1.0,1.0,32.0
LABR,1792.0,0.0,0.0,-1.0,-1.0,11.0
LABR,1793.0,4.0,9.0,1.0,-1.0,805.0
LABR,1794.0,0.0,0.0,-1.0,-1.0,3.0
LABR,1795.0,0.0,1.0,1.0,1.0,30.0
LABR,1796.0,1.0,2.0,-1.0,1.0,22.0
LABR,1797.0,0.0,6.0,1.0,1.0,43.0
LABR,1798.0,1.0,1.0,1.0,1.0,42.0
LABR,1799.0,0.0,3.0,1.0,1.0,11.0
LABR,1800.0,0.0,1.0,1.0,1.0,49.0
LABR,1801.0,0.0,1.0,1.0,1.0,23.0
LABR,1802.0,4.0,1.0,-1.0,-1.0,58.0
LABR,1803.0,1.0,1.0,1.0,1.0,31.0
LABR,1804.0,4.0,3.0,-1.0,-1.0,66.0
LABR,1805.0,7.0,10.0,-1.0,-1.0,361.0
LABR,1806.0,0.0,0.0,1.0,1.0,32.0
LABR,1807.0,0.0,7.0,1.0,1.0,86.0
LABR,1808.0,2.0,6.0,-1.0,1.0,160.0
LABR,1809.0,2.0,0.0,1.0,-1.0,6.0
LABR,1810.0,3.0,9.0,1.0,1.0,185.0
LABR,1811.0,0.0,0.0,1.0,1.0,39.0
LABR,1812.0,2.0,1.0,-1.0,-1.0,17.0
LABR,1813.0,0.0,0.0,1.0,-1.0,5.0
LABR,1814.0,0.0,1.0,-1.0,-1.0,205.0
LABR,1815.0,0.0,1.0,1.0,-1.0,31.0
LABR,1816.0,1.0,0.0,-1.0,-1.0,3.0
LABR,1817.0,0.0,2.0,1.0,1.0,2.0
LABR,1818.0,2.0,0.0,-1.0,-1.0,3.0
LABR,1819.0,0.0,2.0,1.0,-1.0,19.0
LABR,1820.0,2.0,4.0,-1.0,-1.0,109.0
LABR,1821.0,1.0,0.0,1.0,1.0,16.0
LABR,1822.0,2.0,4.0,1.0,1.0,31.0
LABR,1823.0,0.0,1.0,1.0,1.0,21.0
LABR,1824.0,1.0,4.0,1.0,1.0,58.0
LABR,1825.0,0.0,0.0,-1.0,-1.0,14.0
LABR,1826.0,0.0,1.0,1.0,1.0,19.0
LABR,1827.0,0.0,0.0,-1.0,1.0,7.0
LABR,1828.0,0.0,1.0,-1.0,1.0,7.0
LABR,1829.0,1.0,0.0,1.0,1.0,53.0
LABR,1830.0,1.0,2.0,1.0,1.0,9.0
LABR,1831.0,4.0,1.0,-1.0,-1.0,28.0
LABR,1832.0,0.0,0.0,1.0,1.0,38.0
LABR,1833.0,5.0,1.0,-1.0,-1.0,64.0
LABR,1834.0,0.0,0.0,1.0,1.0,7.0
LABR,1835.0,0.0,1.0,1.0,1.0,9.0
LABR,1836.0,0.0,3.0,1.0,-1.0,24.0
LABR,1837.0,0.0,1.0,1.0,1.0,42.0
LABR,1838.0,3.0,3.0,-1.0,-1.0,35.0
LABR,1839.0,2.0,0.0,-1.0,-1.0,18.0
LABR,1840.0,0.0,2.0,1.0,1.0,38.0
LABR,1841.0,0.0,2.0,1.0,1.0,54.0
LABR,1842.0,1.0,1.0,-1.0,-1.0,20.0
LABR,1843.0,0.0,0.0,1.0,1.0,22.0
LABR,1844.0,2.0,2.0,-1.0,-1.0,84.0
LABR,1845.0,3.0,1.0,-1.0,-1.0,106.0
LABR,1846.0,1.0,0.0,-1.0,1.0,5.0
LABR,1847.0,0.0,1.0,1.0,1.0,18.0
LABR,1848.0,0.0,2.0,1.0,-1.0,55.0
LABR,1849.0,0.0,1.0,1.0,1.0,21.0
LABR,1850.0,3.0,1.0,-1.0,-1.0,41.0
LABR,1851.0,4.0,0.0,-1.0,-1.0,37.0
LABR,1852.0,0.0,0.0,-1.0,-1.0,16.0
LABR,1853.0,0.0,2.0,1.0,1.0,133.0
LABR,1854.0,4.0,1.0,-1.0,-1.0,6.0
LABR,1855.0,0.0,0.0,-1.0,-1.0,5.0
LABR,1856.0,3.0,1.0,-1.0,-1.0,236.0
LABR,1857.0,1.0,1.0,1.0,1.0,20.0
LABR,1858.0,4.0,3.0,-1.0,-1.0,234.0
LABR,1859.0,0.0,6.0,1.0,1.0,108.0
LABR,1860.0,3.0,0.0,1.0,-1.0,59.0
LABR,1861.0,0.0,1.0,-1.0,-1.0,8.0
LABR,1862.0,0.0,2.0,-1.0,-1.0,7.0
LABR,1863.0,2.0,2.0,-1.0,-1.0,80.0
LABR,1864.0,0.0,2.0,1.0,-1.0,22.0
LABR,1865.0,0.0,2.0,1.0,1.0,12.0
LABR,1866.0,2.0,1.0,-1.0,1.0,26.0
LABR,1867.0,0.0,4.0,-1.0,-1.0,51.0
LABR,1868.0,0.0,0.0,1.0,-1.0,25.0
LABR,1869.0,1.0,9.0,1.0,1.0,490.0
LABR,1870.0,1.0,5.0,-1.0,1.0,160.0
LABR,1871.0,1.0,1.0,1.0,-1.0,107.0
LABR,1872.0,1.0,4.0,1.0,1.0,46.0
LABR,1873.0,0.0,1.0,1.0,1.0,4.0
LABR,1874.0,0.0,0.0,-1.0,-1.0,13.0
LABR,1875.0,0.0,2.0,1.0,1.0,69.0
LABR,1876.0,0.0,3.0,1.0,1.0,91.0
LABR,1877.0,0.0,5.0,1.0,1.0,49.0
LABR,1878.0,0.0,2.0,-1.0,1.0,28.0
LABR,1879.0,1.0,0.0,1.0,-1.0,34.0
LABR,1880.0,4.0,4.0,-1.0,-1.0,288.0
LABR,1881.0,2.0,16.0,1.0,1.0,1143.0
LABR,1882.0,0.0,3.0,1.0,1.0,17.0
LABR,1883.0,1.0,1.0,-1.0,-1.0,28.0
LABR,1884.0,0.0,1.0,-1.0,-1.0,29.0
LABR,1885.0,0.0,1.0,-1.0,-1.0,10.0
LABR,1886.0,0.0,4.0,1.0,1.0,78.0
LABR,1887.0,1.0,0.0,-1.0,-1.0,6.0
LABR,1888.0,1.0,2.0,-1.0,-1.0,24.0
LABR,1889.0,1.0,2.0,-1.0,-1.0,13.0
LABR,1890.0,7.0,2.0,-1.0,-1.0,128.0
LABR,1891.0,1.0,2.0,1.0,1.0,83.0
LABR,1892.0,2.0,0.0,-1.0,-1.0,19.0
LABR,1893.0,0.0,0.0,1.0,1.0,9.0
LABR,1894.0,2.0,0.0,-1.0,-1.0,93.0
LABR,1895.0,0.0,2.0,-1.0,-1.0,27.0
LABR,1896.0,0.0,6.0,1.0,1.0,58.0
LABR,1897.0,4.0,6.0,1.0,1.0,366.0
LABR,1898.0,0.0,4.0,1.0,1.0,110.0
LABR,1899.0,1.0,7.0,1.0,1.0,212.0
LABR,1900.0,2.0,0.0,-1.0,-1.0,15.0
LABR,1901.0,0.0,1.0,1.0,1.0,30.0
LABR,1902.0,1.0,1.0,-1.0,-1.0,10.0
LABR,1903.0,1.0,0.0,-1.0,1.0,69.0
LABR,1904.0,2.0,3.0,-1.0,-1.0,75.0
LABR,1905.0,0.0,2.0,1.0,1.0,31.0
LABR,1906.0,0.0,0.0,1.0,1.0,13.0
LABR,1907.0,0.0,3.0,1.0,1.0,77.0
LABR,1908.0,0.0,2.0,1.0,1.0,103.0
LABR,1909.0,0.0,0.0,1.0,-1.0,14.0
LABR,1910.0,1.0,1.0,1.0,1.0,14.0
LABR,1911.0,1.0,0.0,1.0,-1.0,34.0
LABR,1912.0,0.0,2.0,1.0,1.0,11.0
LABR,1913.0,5.0,4.0,-1.0,-1.0,243.0
LABR,1914.0,2.0,2.0,1.0,1.0,14.0
LABR,1915.0,0.0,1.0,1.0,-1.0,14.0
LABR,1916.0,3.0,6.0,1.0,1.0,94.0
LABR,1917.0,0.0,2.0,1.0,1.0,7.0
LABR,1918.0,1.0,1.0,-1.0,-1.0,21.0
LABR,1919.0,3.0,1.0,-1.0,-1.0,115.0
LABR,1920.0,0.0,1.0,1.0,-1.0,28.0
LABR,1921.0,3.0,2.0,-1.0,-1.0,68.0
LABR,1922.0,0.0,2.0,1.0,1.0,19.0
LABR,1923.0,0.0,1.0,1.0,1.0,25.0
LABR,1924.0,0.0,1.0,1.0,1.0,61.0
LABR,1925.0,0.0,0.0,1.0,-1.0,11.0
LABR,1926.0,4.0,0.0,-1.0,-1.0,16.0
LABR,1927.0,5.0,4.0,-1.0,1.0,144.0
LABR,1928.0,2.0,1.0,-1.0,-1.0,14.0
LABR,1929.0,0.0,3.0,1.0,1.0,45.0
LABR,1930.0,2.0,3.0,-1.0,1.0,63.0
LABR,1931.0,0.0,3.0,1.0,1.0,46.0
LABR,1932.0,0.0,1.0,-1.0,-1.0,14.0
LABR,1933.0,4.0,7.0,1.0,1.0,115.0
LABR,1934.0,0.0,0.0,-1.0,1.0,26.0
LABR,1935.0,1.0,1.0,-1.0,-1.0,25.0
LABR,1936.0,0.0,2.0,1.0,1.0,8.0
LABR,1937.0,0.0,2.0,1.0,1.0,25.0
LABR,1938.0,1.0,0.0,-1.0,-1.0,51.0
LABR,1939.0,1.0,0.0,-1.0,-1.0,113.0
LABR,1940.0,1.0,0.0,-1.0,-1.0,3.0
LABR,1941.0,0.0,0.0,1.0,1.0,60.0
LABR,1942.0,2.0,0.0,1.0,-1.0,25.0
LABR,1943.0,0.0,4.0,1.0,1.0,84.0
LABR,1944.0,2.0,3.0,-1.0,-1.0,74.0
LABR,1945.0,2.0,3.0,1.0,1.0,32.0
LABR,1946.0,4.0,1.0,-1.0,-1.0,28.0
LABR,1947.0,4.0,3.0,-1.0,-1.0,466.0
LABR,1948.0,0.0,0.0,-1.0,1.0,6.0
LABR,1949.0,1.0,1.0,-1.0,-1.0,13.0
